Realm Name	Export Time	PMktPrice Date	Reserved	Item ID	Item Name	AH MarketPrice Coppers	AH Quantity	AH MarketPrice	AH MinimumPrice	14-day Median Market Price	Median Market Price StdDev	14-day Todays PMktPrice	PMktPrice StdDev	Daily Price Change	Avg Daily Posted	Avg Estimated Daily Sold	Estimated Demand
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36232	Trapper Leggings	522300	1	52.23	52.23	625.5	388.87	455.97	345.55	0.0189	0.57	0.07	0.1228
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36233	Trapper Shoulderguards	659999	4	65.9999	65.9999	999	258.77	733.45	232.45	-0.0289	2.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36234	Trapper Bracers	79999	2	7.9999	7.9999	10	10.87	17.86	10.34	0.0412	2.71	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36235	Shoveltusk Waistband	0	0	0	0	5	0	5	0	0	0.14	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36236	Shoveltusk Greaves	0	0	0	0	40	80.34	70.44	82.29	0.0756	1.43	0.07	0.049
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36237	Shoveltusk Breastplate	165000	5	16.5	16.5	33.41	29.12	44.72	28.47	0.0047	1.5	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36238	Shoveltusk Gauntlets	510000	1	51	51	9.33	15.81	32.63	10.93	0.1146	1.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36239	Shoveltusk Helmet	0	0	0	0	9.5	92.88	6	74.28	-0.1806	2.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36240	Shoveltusk Legguards	315000	3	31.5	31.5	16.1	41.05	61.5	37.84	0.1022	1.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36241	Shoveltusk Mantle	10000000	1	1000	1000	65	381.71	405.96	347.55	0.1152	1.64	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36242	Shoveltusk Bindings	735000	3	73.5	73.5	66.1	44.74	73.99	46.39	0.0122	4.36	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36244	Mammoth Boots	2009998	2	200.9999	200.9999	999	1810.32	1689.74	1853.33	0.0426	1.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36245	Mammoth Chestpiece	390000	2	39	39	40	321.13	29.25	257.37	-0.1646	1.64	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36246	Mammoth Fists	736696	1	73.6696	73.6696	66	571.96	1218.21	284.57	0.5917	1.29	0.07	0.0543
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36247	Mammoth Helm	0	0	0	0	52.43	70.48	30.87	41.34	-0.1286	1.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36248	Mammoth Legwraps	399900	1	39.99	39.99	998.98	651.5	29.99	262.15	-0.1586	3.79	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36249	Mammoth Spaulders	390000	2	39	39	40	0.3	39.67	0.27	-0.001	3.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36250	Mammoth Bindings	0	0	0	0	250	0	250	0	0	0.36	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36251	Wolvar Belt	0	0	0	0	20	11.76	8.02	6.96	-0.1003	1.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36252	Wolvar Greaves	491600	2	49.16	49.16	50.16	1406.85	11.98	821.82	-0.1721	1.29	0.14	0.1085
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36253	Wolvar Armor	0	0	0	0	224.5	138.95	343.32	32.48	0.1394	0.79	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36254	Wolvar Fists	390000	1	39	39	40	13.56	49.53	9.39	0.0743	1.14	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36255	Wolvar Helmet	400000	2	40	40	50	6.61	39.36	2.62	-0.0167	0.71	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36256	Wolvar Legguards	0	0	0	0	30	20.91	57.5	16.28	0.0584	1.5	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36257	Wolvar Shoulderguards	1008506	2	100.8506	100.8506	110.1	52.56	19.07	25.89	-0.1082	3	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36258	Wolvar Bindings	352499	3	35.2499	35.2499	60.9	442.37	227.91	421.37	-0.0126	1.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36259	Cormorant Waistband	556835	1	55.6835	55.6835	40	9.89	41.71	10.26	0.0048	3.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36260	Cormorant Footwraps	380000	2	38	38	60	128.65	171.34	105.51	0.0395	1.29	0.07	0.0543
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36261	Cormorant Chain Vest	0	0	0	0	12	27.53	25.98	27.27	0.0449	1.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36262	Cormorant Gloves	467830	1	46.783	46.783	47.62	2.05	46.33	1.64	-0.0055	5.79	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36263	Cormorant Helm	0	0	0	0	15	12.76	12.45	10.58	-0.0553	4.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36264	Cormorant Leggings	540000	1	54	54	100	27.41	95.13	28.52	-0.0025	1.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36265	Cormorant Mantle	0	0	0	0	35	16.52	25.55	16.23	-0.0217	4.36	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36266	Cormorant Bracelets	9990000	1	999	999	40	18.59	51.34	18.1	0.0388	3.79	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36267	Ulduar Girdle	0	0	0	0	30.17	35.07	54.82	33.11	0.0365	2.36	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36268	Ulduar Greaves	0	0	0	0	40	23.64	37.36	20.11	-0.0362	2.71	0.07	0.0258
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36269	Ulduar Breastplate	873366	2	87.3366	87.3366	42.37	27.36	94.73	7.74	0.0785	2.93	0.07	0.0239
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36270	Ulduar Gauntlets	50000	1	5	5	10	7.36	6.54	5.48	-0.0703	4.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36271	Ulduar Helm	356066	1	35.6066	35.6066	19	1.06	18.74	0.87	0.0025	7.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36272	Ulduar Legguards	261400	1	26.14	26.14	25	1.56	25.26	1.59	0.0024	8.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36273	Ulduar Shoulderguards	567100	1	56.71	56.71	35.62	21.7	49.6	21.41	0.0306	1.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36274	Ulduar Bracers	137661	3	13.7661	13.7661	19.5	5.07	12.4	2.49	-0.0532	5.5	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36275	Spiderlord Belt	109999	3	10.9999	10.9999	11.59	23.23	32.44	18.69	0.0373	6.29	0.07	0.0111
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36276	Spiderlord Boots	500000	2	50	50	75.06	20.85	78.82	21.14	0.0121	3.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36277	Spiderlord Chestpiece	365000	1	36.5	36.5	35.5	12.63	40.85	8.73	0.053	4.43	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36278	Spiderlord Gauntlets	0	0	0	0	7.58	0.83	6.16	0.22	-0.0255	5.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36279	Spiderlord Helm	0	0	0	0	25.99	8.78	27.65	6.55	-0.0164	3.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36280	Spiderlord Legguards	260248	1	26.0248	26.0248	27.27	3.47	25.65	3.31	-0.0015	6	0.07	0.0117
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36281	Spiderlord Spaulders	0	0	0	0	26.03	1.85	26.78	0.89	0.0097	1.5	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36282	Spiderlord Bracers	59999	4	5.9999	5.9999	37.77	17.79	32.28	13.12	0.0309	3.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36283	Spectral Waistband	660000	1	66	66	66	7.27	67.27	5.02	0.014	1.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36284	Spectral Greaves	0	0	0	0	76.91	18.4	82.66	18.93	0.0034	1.79	0.07	0.0391
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36285	Spectral Armor	419373	2	41.9373	41.9373	27.55	2.54	29.16	2.35	0.0024	3.79	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36286	Spectral Gauntlets	1006243	1	100.6244	100.6244	99.62	41.62	62.46	35.78	-0.028	4.36	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36287	Spectral Helmet	309997	1	30.9997	30.9997	31	9.7	28.83	8.67	-0.0299	3.14	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36288	Spectral Legwraps	9990000	1	999	999	35	378.16	228.69	363.32	0.0432	2.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36289	Spectral Mantle	717200	1	71.72	71.72	119.1	125.34	78.14	129	-0.0466	1.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36290	Spectral Bracelets	609999	1	60.9999	60.9999	58.54	5.35	60.25	5.15	0.0067	2.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36291	Westguard Belt	0	0	0	0	40.94	30.76	83.7	18.8	0.1393	1.29	0.07	0.0543
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36292	Westguard Greaves	7944236	1	794.4236	794.4236	19.64	478.88	874.9	251.63	0.2411	1.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36293	Westguard Armor	700000	2	70	70	48.28	19.37	53.32	19.82	0.017	5.93	0.07	0.0118
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36294	Westguard Gloves	9950000	2	995	995	140.55	341.62	279.76	337.2	0.0199	3.71	0.14	0.0377
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36295	Westguard Helm	180000	1	18	18	57	53.37	29.06	44	-0.0842	0.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36296	Westguard Legplates	889999	3	88.9999	88.9999	89	28.16	74.92	27.68	-0.0086	2.07	0.14	0.0676
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36297	Westguard Epaulets	890000	2	89	89	74.25	39.71	38.72	36.92	-0.0529	3.64	0.07	0.0192
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36298	Westguard Bracers	660000	1	66	66	66	77.54	56.35	76.44	-0.0455	2.29	0.07	0.0306
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36299	Coldrock Girdle	889999	2	88.9999	88.9999	70	33.29	100	15.31	0.0978	1.79	0.07	0.0391
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36300	Coldrock Sabatons	349999	4	34.9999	34.9999	35	13.21	33.29	13.66	-0.0009	2.5	0.07	0.028
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36301	Coldrock Breastplate	0	0	0	0	48.58	34.88	118.25	10.13	0.0933	2.14	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36302	Coldrock Gauntlets	0	0	0	0	45.62	6.28	37.89	5.72	-0.0164	1.43	0.07	0.049
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36303	Coldrock Helmet	0	0	0	0	23.57	6.62	29.68	5.48	0.0565	0.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36304	Coldrock Legplates	0	0	0	0	77.41	18.09	96.83	13.19	0.0481	2.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36305	Coldrock Pauldrons	864248	1	86.4248	86.4248	75	41.93	67.58	31.8	0.0505	1.07	0.07	0.0654
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36306	Coldrock Bracers	0	0	0	0	25	22.04	43.98	21.28	0.0676	2.21	0.07	0.0317
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36307	Baleheim Belt	250000	2	25	25	14.33	137.45	3.75	117.69	-0.2026	2.36	0.14	0.0593
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36308	Baleheim Greaves	0	0	0	0	50	35.11	5.25	7.37	-0.1558	0.29	0.07	0.2414
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36309	Baleheim Armor	499999	3	49.9999	49.9999	180	552.33	11.41	302.17	-0.1681	1.57	0.07	0.0446
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36310	Baleheim Gloves	4970000	1	497	497	498.5	222.5	633.52	163.16	0.07	0.93	0.07	0.0753
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36311	Baleheim Helmet	0	0	0	0	354.01	223.68	472.02	141.95	0.1494	1	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36312	Baleheim Legguards	1000000	1	100	100	30	10.66	43.46	7.88	0.0507	1.36	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36313	Baleheim Epaulets	0	0	0	0	55	22.01	17.26	12.03	-0.0801	0.79	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36314	Baleheim Vambraces	0	0	0	0	12.38	3.43	8.44	1.99	-0.1661	0.36	0.07	0.1944
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36315	Wyrmskull Girdle	2000000	1	200	200	176.34	108.03	249.3	49.88	0.3876	0.71	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36316	Wyrmskull Sabatons	0	0	0	0	245	153.45	48.75	130.15	-0.1382	0.71	0.14	0.1972
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36317	Wyrmskull Breastplate	0	0	0	0	68.93	32.88	23.61	25.58	-0.0916	1.57	0.14	0.0892
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36318	Wyrmskull Gauntlets	0	0	0	0	16	0	21.33	0	0.0536	0.07	0.07	1
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36319	Wyrmskull Helm	0	0	0	0	9.6	2.46	5.85	1.29	-0.083	0.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36320	Wyrmskull Legplates	509998	1	50.9998	50.9998	999	640.29	393.85	463.7	-0.0413	1.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36321	Wyrmskull Epaulets	338785	2	33.8785	33.8785	33.88	101.95	60.01	90.89	-0.0478	0.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36322	Wyrmskull Bracers	0	0	0	0	40	6.44	45.28	6.02	0.0165	2.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36323	Halgrind Belt	0	0	0	0	102.13	70.86	144.74	71.13	0.0452	2.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36324	Halgrind Greaves	550000	1	55	55	52.5	3.06	55.55	0.41	0.0113	0.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36325	Halgrind Carapace	545740	2	54.574	54.574	78.47	57.63	87.19	59.77	-0.002	1.43	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36326	Halgrind Gloves	517195	4	51.7195	51.7195	71.53	25.28	63.51	26.33	-0.0187	1.64	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36327	Halgrind Helmet	0	0	0	0	300	0	300	0	0	0.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36329	Halgrind Epaulets	10000000	1	1000	1000	999	411	551.09	360.38	-0.0509	2.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36330	Halgrind Bracers	0	0	0	0	35	0	35	0	0	0.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36331	Grizzlemaw Belt	550000	1	55	55	55	0	69	0	0.0161	0.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36332	Grizzlemaw Sabatons	0	0	0	0	209.82	123.87	296.95	48.31	0.201	1.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36333	Grizzlemaw Armor	475000	1	47.5	47.5	57.78	24.27	36.68	20.87	-0.0261	1.79	0.14	0.0782
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36334	Grizzlemaw Gauntlets	10000000	1	1000	1000	108.63	423.87	397.17	406.26	0.0979	1.36	0.14	0.1029
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36336	Grizzlemaw Legplates	180000	2	18	18	17	58.44	7.5	28.25	-0.1579	1.71	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36337	Grizzlemaw Epaulets	383455	1	38.3455	38.3455	8.94	8.08	7.69	7.66	-0.0422	1.21	0.07	0.0579
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36338	Grizzlemaw Vambraces	0	0	0	0	66	86.74	49.5	74.09	-0.0903	1	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36339	Bloodmar Girdle	450000	1	45	45	48.42	26.54	59.19	25.61	0.0007	1.5	0.07	0.0467
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36340	Bloodmar Sabatons	0	0	0	0	10.49	0	10.49	0	0	0.14	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36341	Bloodmar Breastplate	9990000	1	999	999	83.72	22.07	53.14	16.4	-0.038	3.5	0.07	0.02
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36342	Bloodmar Gauntlets	491900	1	49.19	49.19	75.96	31.57	54.91	31.73	-0.0246	2.07	0.07	0.0338
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36343	Bloodmar Helm	375000	1	37.5	37.5	518.75	520.09	827.71	463.69	0.1511	1	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36344	Bloodmar Legplates	390000	1	39	39	30	6.02	38.06	3.52	0.023	0.64	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36345	Bloodmar Pauldrons	0	0	0	0	40	9.49	43.13	1.57	0.0389	0.71	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36346	Bloodmar Vambraces	9990000	1	999	999	999	657.78	17.51	271.62	-0.1586	1.64	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36347	Jormungar Girdle	651300	3	65.13	65.13	22.9	505.41	721.83	354.49	0.1678	1.71	0.14	0.0819
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36348	Jormungar Sabatons	8000000	2	800	800	66	453.39	540.45	377.08	0.1592	1.86	0.07	0.0376
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36349	Jormungar Breastplate	549999	4	54.9999	54.9999	12	85.75	131.59	59.46	0.1717	1.93	0.07	0.0363
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36350	Jormungar Gauntlets	0	0	0	0	110	171.83	228.06	162.91	0.0311	1.07	0.07	0.0654
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36351	Jormungar Helmet	371400	1	37.14	37.14	25	7.35	23.3	7.95	-0.0039	0.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36352	Jormungar Legplates	599999	3	59.9999	59.9999	114.85	25.27	93.08	23.01	-0.0258	2.5	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36353	Jormungar Pauldrons	400000	2	40	40	29.9	5.05	40.47	1.11	0.0242	0.5	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36354	Jormungar Bracers	883762	2	88.3763	88.3763	88.47	37.44	113.94	22.13	0.0796	1.79	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36355	Frostpaw Belt	500000	1	50	50	30.25	24.19	53.02	2.23	0.1014	0.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36356	Frostpaw Greaves	499999	3	49.9999	49.9999	40	121.83	93.84	115.04	0.002	1.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36357	Frostpaw Armor	600000	3	60	60	120.87	423.6	514.6	379.1	0.0973	3.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36358	Frostpaw Gauntlets	10000000	1	1000	1000	83.75	579.54	53.15	303.21	-0.1588	0.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36359	Frostpaw Helmet	550000	2	55	55	55	11.93	52.64	11.95	0.0018	2.57	0.07	0.0272
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36360	Frostpaw Legguards	503000	1	50.3	50.3	520.8	271.64	37.72	89.45	-0.1386	0.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36361	Frostpaw Epaulets	990000	2	99	99	99	77.27	105.67	81.86	0.0046	1.29	0.07	0.0543
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36362	Frostpaw Vambraces	341900	1	34.19	34.19	25.89	10.16	35.46	0.94	0.0504	0.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36364	Magnataur Sabatons	0	0	0	0	200	122.47	316.54	12.26	0.0885	0.21	0.07	0.3333
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36365	Magnataur Breastplate	0	0	0	0	23	28.75	38.28	29.26	0.0179	1.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36366	Magnataur Gauntlets	0	0	0	0	31	10.06	34.35	9.33	0.0399	0.71	0.07	0.0986
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36367	Magnataur Helm	392000	2	39.2	39.2	16.1	13.37	41.19	3.47	0.1331	0.5	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36368	Magnataur Legplates	390000	1	39	39	40	16.84	42.42	17.47	0.0042	2.36	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36369	Magnataur Pauldrons	686800	1	68.68	68.68	68.68	34.99	17.5	21.25	-0.0884	2.5	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36370	Magnataur Bracers	289960	1	28.996	28.996	28.08	38.68	20.92	19.12	-0.1142	3	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36371	Kraken Girdle	404478	4	40.4478	40.4478	22	11.08	41.21	5.29	0.0918	3.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36372	Kraken Greaves	336111	2	33.6111	33.6111	34.38	4.06	37.12	3.9	0.0053	4	0.07	0.0175
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36373	Kraken Breastplate	621599	4	62.1599	62.1599	75.09	35.16	80.41	24.72	0.0579	3.64	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36374	Kraken Gauntlets	299250	1	29.925	29.925	50.42	24.37	79.82	20.1	0.0707	2.79	0.07	0.0251
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36375	Kraken Helm	539797	4	53.9797	53.9797	54.99	19.05	66.29	9.36	0.065	5.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36376	Kraken Legplates	0	0	0	0	43.4	12.74	38.14	11.58	0.0028	2.79	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36377	Kraken Epaulets	10000000	1	1000	1000	421.11	182.74	534.27	179.09	0.0341	2.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36378	Kraken Vambraces	399999	2	39.9999	39.9999	50.79	85.62	22.96	61.44	-0.1062	2.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36379	Golem Girdle	0	0	0	0	6	17	35.18	9.78	0.1721	2.14	0.14	0.0654
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36380	Golem Sabatons	163757	2	16.3757	16.3757	274.99	254.52	317.65	262.13	0.0671	0.79	0.07	0.0886
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36381	Golem Breastplate	0	0	0	0	25	35.24	28.08	32.81	-0.0447	1.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36382	Golem Gauntlets	99900	2	9.99	9.99	18	9.99	7.12	5.93	-0.0951	4.07	0.07	0.0172
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	36383	Golem Helmet	390000	2	39	39	44.74	21.66	58.05	20.96	0.0165	2.93	0.07	0.0239
